Region,Fuel,Year,Value,,Unit,Source,Updated at,Updated by
North America,Mobility_Passenger,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Mobility_Passenger,2025,0.023386298,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101014",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Mobility_Passenger,2030,0.031163967,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101015",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Mobility_Passenger,2035,0.026440923,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101016",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Mobility_Passenger,2040,0.025289598,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101017",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Mobility_Passenger,2045,0.025311753,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101018",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Mobility_Passenger,2050,0.024587493,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101019",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Mobility_Passenger,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Mobility_Passenger,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Mobility_Freight,2025,0.04698543,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101014",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Mobility_Freight,2030,0.063123233,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101015",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Mobility_Freight,2035,0.059450582,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101016",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Mobility_Freight,2040,0.057131539,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101017",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Mobility_Freight,2045,0.055639856,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101018",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Mobility_Freight,2050,0.054570606,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101019",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Mobility_Freight,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Africa,Mobility_Freight,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Mobility_Freight,2025,0.047604018,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101014",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Mobility_Freight,2030,0.061521777,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101015",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Mobility_Freight,2035,0.053010684,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101016",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Mobility_Freight,2040,0.04782258,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101017",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Mobility_Freight,2045,0.04323974,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101018",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Mobility_Freight,2050,0.039382074,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101019",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Mobility_Freight,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Asia-Rest,Mobility_Freight,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Mobility_Freight,2025,0.055603873,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101014",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Mobility_Freight,2030,0.058697481,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101015",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Mobility_Freight,2035,0.040704589,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101016",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Mobility_Freight,2040,0.029903739,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101017",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Mobility_Freight,2045,0.023049841,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101018",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Mobility_Freight,2050,0.017647226,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101019",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Mobility_Freight,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
China,Mobility_Freight,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Mobility_Freight,2025,0.015048138,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101014",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Mobility_Freight,2030,0.020740359,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101015",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Mobility_Freight,2035,0.020570674,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101016",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Mobility_Freight,2040,0.020145021,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101017",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Mobility_Freight,2045,0.019243607,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101018",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Mobility_Freight,2050,0.018675016,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101019",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Mobility_Freight,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Europe,Mobility_Freight,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Mobility_Freight,2025,0.018561808,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101014",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Mobility_Freight,2030,0.023943234,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101015",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Mobility_Freight,2035,0.020480983,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101016",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Mobility_Freight,2040,0.018209079,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101017",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Mobility_Freight,2045,0.013527325,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101018",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Mobility_Freight,2050,0.01265648,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101019",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Mobility_Freight,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
FSU,Mobility_Freight,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Mobility_Freight,2025,0.050895107,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101014",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Mobility_Freight,2030,0.068727617,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101015",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Mobility_Freight,2035,0.061000721,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101016",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Mobility_Freight,2040,0.055802624,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101017",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Mobility_Freight,2045,0.051073303,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101018",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Mobility_Freight,2050,0.04703421,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101019",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Mobility_Freight,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
India,Mobility_Freight,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Mobility_Freight,2025,0.01387921,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101014",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Mobility_Freight,2030,0.018110681,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101015",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Mobility_Freight,2035,0.014142639,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101016",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Mobility_Freight,2040,0.011049616,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101017",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Mobility_Freight,2045,0.010363236,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101018",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Mobility_Freight,2050,0.009623668,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101019",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Mobility_Freight,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Mobility_Freight,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Mobility_Freight,2025,0.026252643,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101014",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Mobility_Freight,2030,0.032977849,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101015",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Mobility_Freight,2035,0.029669271,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101016",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Mobility_Freight,2040,0.027261167,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101017",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Mobility_Freight,2045,0.025999596,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101018",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Mobility_Freight,2050,0.02398116,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101019",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Mobility_Freight,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Mobility_Freight,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Mobility_Freight,2025,0.030739573,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101014",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Mobility_Freight,2030,0.042725903,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101015",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Mobility_Freight,2035,0.038427907,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101016",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Mobility_Freight,2040,0.035258075,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101017",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Mobility_Freight,2045,0.032716619,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101018",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Mobility_Freight,2050,0.03014615,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101019",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Mobility_Freight,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Mobility_Freight,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Mobility_Freight,2025,0.019797348,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101014",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Mobility_Freight,2030,0.023720846,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101015",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Mobility_Freight,2035,0.021506752,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101016",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Mobility_Freight,2040,0.018536557,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101017",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Mobility_Freight,2045,0.016334813,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101018",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Mobility_Freight,2050,0.01560943,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101019",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Mobility_Freight,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Mobility_Freight,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Mobility_Freight,2025,0.021563947,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101014",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Mobility_Freight,2030,0.028746386,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101015",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Mobility_Freight,2035,0.024901346,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101016",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Mobility_Freight,2040,0.024073025,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101017",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Mobility_Freight,2045,0.023804823,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101018",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Mobility_Freight,2050,0.023037549,,annual percentage change,"Tjandra et al. (2024), https://doi.org/10.1016/j.trip.2024.101019",15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Mobility_Freight,2055,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Mobility_Freight,2060,0,,annual percentage change,,15.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
