Region,Sector,Year,Value,,Unit,Source,Updated at,Updated by
Japan + Republic of Korea,Industry,2025,0.191666667,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Industry,2030,0.183333333,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Industry,2035,0.175,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Industry,2040,0.166666667,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Industry,2045,0.158333333,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Industry,2050,0.15,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Industry,2055,0.15,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Japan + Republic of Korea,Industry,2060,0.15,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Industry,2018,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Industry,2025,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Industry,2030,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Industry,2035,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Industry,2040,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Industry,2045,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Industry,2050,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Industry,2055,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Central & South America,Industry,2060,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Industry,2018,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Industry,2025,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Industry,2030,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Industry,2035,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Industry,2040,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Industry,2045,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Industry,2050,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Industry,2055,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Middle East,Industry,2060,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Industry,2018,1,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Industry,2025,0.958333333,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Industry,2030,0.916666667,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Industry,2035,0.875,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Industry,2040,0.833333333,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Industry,2045,0.791666667,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Industry,2050,0.75,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Industry,2055,0.75,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
North America,Industry,2060,0.75,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Industry,2018,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Industry,2025,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Industry,2030,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Industry,2035,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Industry,2040,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Industry,2045,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Industry,2050,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Industry,2055,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
Oceania,Industry,2060,0,,Fraction,Residential energy use by source IEA 2018 + Industrial energy use by source IEA 2018 (see assumptions),14.07.2026,Julian Bornemann <jb@wip.tu-berlin.de>
